number,grid_position,Q1,Q2,Q3,Driver.driverId,Driver.permanentNumber,Driver.code,Driver.url,Driver.givenName,Driver.familyName,Driver.dateOfBirth,Driver.nationality,Constructor.constructorId,Constructor.url,Constructor.name,Constructor.nationality,season,round,raceName,source,date,Circuit.circuitId,finish_position,top3,Q1_sec,Q2_sec,Q3_sec,month,weekday,circuitId,circuitName,circuit_lat,circuit_long,circuit_city,circuit_country,avg_finish_pos,avg_grid_pos
23,16,1:20.135,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,3,Australian Grand Prix,qualifying,2022-04-10,albert_park,10.0,False,80.135,77.3695,76.968,4,6,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,12.8,15.6
23,16,1:20.135,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,3,Australian Grand Prix,qualifying,2022-04-10,albert_park,10.0,False,80.135,77.3695,76.968,4,6,albert_park,Albert Park Grand Prix Circuit,-37.8497,144.968,Melbourne,Australia,12.545454545454545,15.636363636363637
23,20,,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,4,Emilia Romagna Grand Prix,qualifying,2022-04-24,imola,11.0,False,76.458,75.7355,75.504,4,6,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,12.333333333333334,15.666666666666666
23,20,,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,4,Emilia Romagna Grand Prix,qualifying,2022-04-24,imola,11.0,False,76.458,75.7355,75.504,4,6,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,12.23076923076923,16.0
23,20,,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,4,Emilia Romagna Grand Prix,qualifying,2022-04-24,imola,11.0,False,76.458,75.7355,75.504,4,6,imola,Autodromo Enzo e Dino Ferrari,44.3439,11.7167,Imola,Italy,12.142857142857142,16.285714285714285
23,18,1:31.266,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,5,Miami Grand Prix,qualifying,2022-05-08,miami,9.0,False,91.26599999999999,87.81700000000001,87.721,5,6,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,12.066666666666666,16.533333333333335
23,18,1:31.266,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,5,Miami Grand Prix,qualifying,2022-05-08,miami,9.0,False,91.26599999999999,87.81700000000001,87.721,5,6,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,11.875,16.625
23,18,1:31.266,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,5,Miami Grand Prix,qualifying,2022-05-08,miami,9.0,False,91.26599999999999,87.81700000000001,87.721,5,6,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,11.705882352941176,16.705882352941178
23,18,1:31.266,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,5,Miami Grand Prix,qualifying,2022-05-08,miami,9.0,False,91.26599999999999,87.81700000000001,87.721,5,6,miami,Miami International Autodrome,25.9581,-80.2389,Miami,USA,11.555555555555555,16.77777777777778
23,19,1:21.645,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,6,Spanish Grand Prix,qualifying,2022-05-22,catalunya,18.0,False,81.645,72.78299999999999,72.284,5,6,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,11.421052631578947,16.842105263157894
23,19,1:21.645,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,6,Spanish Grand Prix,qualifying,2022-05-22,catalunya,18.0,False,81.645,72.78299999999999,72.284,5,6,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,11.75,16.95
23,19,1:21.645,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,6,Spanish Grand Prix,qualifying,2022-05-22,catalunya,18.0,False,81.645,72.78299999999999,72.284,5,6,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,12.047619047619047,17.047619047619047
23,19,1:21.645,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,6,Spanish Grand Prix,qualifying,2022-05-22,catalunya,18.0,False,81.645,72.78299999999999,72.284,5,6,catalunya,Circuit de Barcelona-Catalunya,41.57,2.26111,Montmeló,Spain,12.318181818181818,17.136363636363637
23,16,1:13.611,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,7,Monaco Grand Prix,qualifying,2022-05-29,monaco,18.0,False,73.611,71.886,71.338,5,6,monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,12.565217391304348,17.217391304347824
23,16,1:13.611,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,7,Monaco Grand Prix,qualifying,2022-05-29,monaco,18.0,False,73.611,71.886,71.338,5,6,monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,12.791666666666666,17.166666666666668
23,16,1:13.611,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,7,Monaco Grand Prix,qualifying,2022-05-29,monaco,18.0,False,73.611,71.886,71.338,5,6,monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,13.0,17.12
23,16,1:13.611,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,7,Monaco Grand Prix,qualifying,2022-05-29,monaco,18.0,False,73.611,71.886,71.338,5,6,monaco,Circuit de Monaco,43.7347,7.42056,Monte-Carlo,Monaco,13.192307692307692,17.076923076923077
23,17,1:44.719,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,8,Azerbaijan Grand Prix,qualifying,2022-06-12,baku,12.0,False,104.719,102.39500000000001,101.75550000000001,6,6,baku,Baku City Circuit,40.3725,49.8533,Baku,Azerbaijan,13.37037037037037,17.037037037037038
23,17,1:44.719,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,8,Azerbaijan Grand Prix,qualifying,2022-06-12,baku,12.0,False,104.719,102.39500000000001,101.75550000000001,6,6,baku,Baku City Circuit,40.3725,49.8533,Baku,Azerbaijan,13.321428571428571,17.035714285714285
23,17,1:44.719,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,8,Azerbaijan Grand Prix,qualifying,2022-06-12,baku,12.0,False,104.719,102.39500000000001,101.75550000000001,6,6,baku,Baku City Circuit,40.3725,49.8533,Baku,Azerbaijan,13.275862068965518,17.03448275862069
23,17,1:44.719,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,8,Azerbaijan Grand Prix,qualifying,2022-06-12,baku,12.0,False,104.719,102.39500000000001,101.75550000000001,6,6,baku,Baku City Circuit,40.3725,49.8533,Baku,Azerbaijan,13.233333333333333,17.033333333333335
23,12,1:34.047,1:26.858,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,9,Canadian Grand Prix,qualifying,2022-06-19,villeneuve,13.0,False,94.047,86.858,82.96000000000001,6,6,villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,13.193548387096774,17.032258064516128
23,12,1:34.047,1:26.858,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,9,Canadian Grand Prix,qualifying,2022-06-19,villeneuve,13.0,False,94.047,86.858,82.96000000000001,6,6,villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,13.1875,16.875
23,12,1:34.047,1:26.858,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,9,Canadian Grand Prix,qualifying,2022-06-19,villeneuve,13.0,False,94.047,86.858,82.96000000000001,6,6,villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,13.181818181818182,16.727272727272727
23,12,1:34.047,1:26.858,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,9,Canadian Grand Prix,qualifying,2022-06-19,villeneuve,13.0,False,94.047,86.858,82.96000000000001,6,6,villeneuve,Circuit Gilles Villeneuve,45.5,-73.5228,Montreal,Canada,13.176470588235293,16.58823529411765
23,16,1:42.078,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,10,British Grand Prix,qualifying,2022-07-03,silverstone,20.0,False,102.078,88.4565,87.1515,7,6,silverstone,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,13.17142857142857,16.457142857142856
23,16,1:42.078,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,10,British Grand Prix,qualifying,2022-07-03,silverstone,20.0,False,102.078,88.4565,87.1515,7,6,silverstone,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,13.36111111111111,16.444444444444443
23,16,1:42.078,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,10,British Grand Prix,qualifying,2022-07-03,silverstone,20.0,False,102.078,88.4565,87.1515,7,6,silverstone,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,13.54054054054054,16.43243243243243
23,16,1:42.078,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,10,British Grand Prix,qualifying,2022-07-03,silverstone,20.0,False,102.078,88.4565,87.1515,7,6,silverstone,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,13.710526315789474,16.42105263157895
23,11,1:06.516,1:06.230,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,11,Austrian Grand Prix,qualifying,2022-07-10,red_bull_ring,12.0,False,66.516,66.23,65.044,7,6,red_bull_ring,Red Bull Ring,47.2197,14.7647,Spielberg,Austria,13.871794871794872,16.41025641025641
23,11,1:06.516,1:06.230,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,11,Austrian Grand Prix,qualifying,2022-07-10,red_bull_ring,12.0,False,66.516,66.23,65.044,7,6,red_bull_ring,Red Bull Ring,47.2197,14.7647,Spielberg,Austria,13.825,16.275
23,11,1:06.516,1:06.230,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,11,Austrian Grand Prix,qualifying,2022-07-10,red_bull_ring,12.0,False,66.516,66.23,65.044,7,6,red_bull_ring,Red Bull Ring,47.2197,14.7647,Spielberg,Austria,13.78048780487805,16.146341463414632
23,11,1:06.516,1:06.230,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,11,Austrian Grand Prix,qualifying,2022-07-10,red_bull_ring,12.0,False,66.516,66.23,65.044,7,6,red_bull_ring,Red Bull Ring,47.2197,14.7647,Spielberg,Austria,13.738095238095237,16.023809523809526
23,15,1:33.423,1:33.307,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,12,French Grand Prix,qualifying,2022-07-24,ricard,13.0,False,93.423,93.307,91.8985,7,6,ricard,Circuit Paul Ricard,43.2506,5.79167,Le Castellet,France,13.69767441860465,15.906976744186046
23,17,1:19.256,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,13,Hungarian Grand Prix,qualifying,2022-07-31,hungaroring,17.0,False,79.256,77.675,76.98150000000001,7,6,hungaroring,Hungaroring,47.5789,19.2486,Budapest,Hungary,13.681818181818182,15.886363636363637
23,17,1:19.256,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,13,Hungarian Grand Prix,qualifying,2022-07-31,hungaroring,17.0,False,79.256,77.675,76.98150000000001,7,6,hungaroring,Hungaroring,47.5789,19.2486,Budapest,Hungary,13.755555555555556,15.911111111111111
23,17,1:19.256,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,13,Hungarian Grand Prix,qualifying,2022-07-31,hungaroring,17.0,False,79.256,77.675,76.98150000000001,7,6,hungaroring,Hungaroring,47.5789,19.2486,Budapest,Hungary,13.826086956521738,15.934782608695652
23,17,1:19.256,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,13,Hungarian Grand Prix,qualifying,2022-07-31,hungaroring,17.0,False,79.256,77.675,76.98150000000001,7,6,hungaroring,Hungaroring,47.5789,19.2486,Budapest,Hungary,13.893617021276595,15.957446808510639
23,9,1:45.672,1:45.675,1:45.837,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,14,Belgian Grand Prix,qualifying,2022-08-28,spa,10.0,False,105.672,105.675,105.837,8,6,spa,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,13.958333333333334,15.979166666666666
23,9,1:45.672,1:45.675,1:45.837,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,14,Belgian Grand Prix,qualifying,2022-08-28,spa,10.0,False,105.672,105.675,105.837,8,6,spa,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,13.877551020408163,15.83673469387755
23,9,1:45.672,1:45.675,1:45.837,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,14,Belgian Grand Prix,qualifying,2022-08-28,spa,10.0,False,105.672,105.675,105.837,8,6,spa,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,13.8,15.7
23,9,1:45.672,1:45.675,1:45.837,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,14,Belgian Grand Prix,qualifying,2022-08-28,spa,10.0,False,105.672,105.675,105.837,8,6,spa,Circuit de Spa-Francorchamps,50.4372,5.97139,Spa,Belgium,13.72549019607843,15.568627450980392
23,15,1:11.695,1:11.802,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,15,Dutch Grand Prix,qualifying,2022-09-04,zandvoort,12.0,False,71.695,71.80199999999999,70.977,9,6,zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Zandvoort,Netherlands,13.653846153846153,15.442307692307692
23,15,1:11.695,1:11.802,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,15,Dutch Grand Prix,qualifying,2022-09-04,zandvoort,12.0,False,71.695,71.80199999999999,70.977,9,6,zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Zandvoort,Netherlands,13.622641509433961,15.433962264150944
23,15,1:11.695,1:11.802,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,15,Dutch Grand Prix,qualifying,2022-09-04,zandvoort,12.0,False,71.695,71.80199999999999,70.977,9,6,zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Zandvoort,Netherlands,13.592592592592593,15.425925925925926
23,15,1:11.695,1:11.802,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,15,Dutch Grand Prix,qualifying,2022-09-04,zandvoort,12.0,False,71.695,71.80199999999999,70.977,9,6,zandvoort,Circuit Park Zandvoort,52.3888,4.54092,Zandvoort,Netherlands,13.563636363636364,15.418181818181818
23,19,1:56.985,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,17,Singapore Grand Prix,qualifying,2022-10-02,marina_bay,17.0,False,116.985,92.0155,91.595,10,6,marina_bay,Marina Bay Street Circuit,1.2914,103.864,Marina Bay,Singapore,13.535714285714286,15.410714285714286
23,19,1:56.985,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,17,Singapore Grand Prix,qualifying,2022-10-02,marina_bay,17.0,False,116.985,92.0155,91.595,10,6,marina_bay,Marina Bay Street Circuit,1.2914,103.864,Marina Bay,Singapore,13.596491228070175,15.473684210526315
23,19,1:56.985,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,17,Singapore Grand Prix,qualifying,2022-10-02,marina_bay,17.0,False,116.985,92.0155,91.595,10,6,marina_bay,Marina Bay Street Circuit,1.2914,103.864,Marina Bay,Singapore,13.655172413793103,15.53448275862069
23,19,1:56.985,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,17,Singapore Grand Prix,qualifying,2022-10-02,marina_bay,17.0,False,116.985,92.0155,91.595,10,6,marina_bay,Marina Bay Street Circuit,1.2914,103.864,Marina Bay,Singapore,13.711864406779661,15.59322033898305
23,16,1:31.311,,,albon,23,ALB,http://en.wikipedia.org/wiki/Alexander_Albon,Alexander,Albon,1996-03-23,Thai,williams,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering,Williams,British,2022,18,Japanese Grand Prix,qualifying,2022-10-09,suzuka,20.0,False,91.311,89.87049999999999,89.156,10,6,suzuka,Suzuka Circuit,34.8431,136.541,Suzuka,Japan,13.766666666666667,15.65
